account_id,account_name,customer_key,industry,vertical,billing_street,billing_city,billing_state,billing_postal_code,account_type,annual_revenue,employees,created_date
ACC000354,Empresa Oriente Nacional Holdings,354,NHS Trust,Public Sector,Av. Angamos 658,Copiapo,Copiapo,13001,Customer,9991859,25,2020-10-01
ACC000355,Industrias Regional Sanchez E.I.R.L.,355,Real Estate,Enterprise,Av. Javier Prado 1511,Cayma,Valparaiso,04006,Customer,8725782,10,2022-07-02
ACC000356,Empresa Rodriguez Chile Group,356,Recruitment,SMB,Av. Primavera 1233,Tacna,Tacna,23001,Customer,1154635,25,2022-01-26
ACC000357,Inversiones Chile Torres S.A.C.,357,Insurance,Enterprise,Paseo de la Republica 447,Surco,Santiago,15038,Customer,37709253,2500,2024-09-05
ACC000358,Inversiones Andina Inca Group,358,Healthcare,Enterprise,Av. Benavides 1397,Valparaiso,Valparaiso,04001,Customer,148690640,2500,2022-02-09
ACC000359,Servicios Continental Gonzalez S.A.C.,359,Professional Services,SMB,Av. Benavides 723,San Borja,Santiago,15037,Prospect,54454474,1000,2020-06-06
ACC000360,Fernandez Regional Holdings,360,Transport & Logistics,Enterprise,Av. Benavides 1829,Vina del Mar,Vina del Mar,07001,Prospect,5640252,5,2022-09-13
ACC000361,Industrias Andina Nacional Group,361,Media & Entertainment,Enterprise,Av. La Encalada 1574,Valparaiso,Valparaiso,04001,Partner,323014231,500,2020-10-02
ACC000362,Comercial Andina Selva E.I.R.L.,362,Recruitment,SMB,Jr. Concepcion 1849,San Borja,Santiago,15037,Partner,412392,25,2020-06-24
ACC000363,Rodriguez Chile Chile,363,Construction,Enterprise,Jr. de la Union 229,Santiago,Santiago,15001,Partner,359146225,5000,2021-06-25
ACC000364,Industrias Andina Rodriguez S.A.C.,364,Healthcare,Public Sector,Paseo de la Republica 492,Puno,Puno,21001,Customer,377874,10,2022-12-06
ACC000365,Grupo Garcia Sur S.R.L.,365,Real Estate,Enterprise,Av. La Encalada 237,San Borja,Santiago,15037,Customer,1663468,50,2023-09-12
ACC000366,Comercial Inca Fernandez Chile,366,IT Reseller,Partner,Jr. Concepcion 1599,Valparaiso,Valparaiso,04001,Partner,125147071,1000,2024-07-01
ACC000367,Servicios Martinez Sierra Holdings,367,Healthcare,SMB,Av. Larco 1742,Antofagasta,Antofagasta,14001,Customer,493598354,250,2021-08-03
ACC000368,Regional Pacifico S.R.L.,368,Transport & Logistics,SMB,Jr. de la Union 494,Valparaiso,Valparaiso,04001,Customer,206342633,10000,2021-02-24
ACC000369,Industrias Gonzalez Sur Group,369,NHS Trust,Public Sector,Jr. de la Union 1623,Tacna,Tacna,23001,Prospect,161577513,2500,2023-06-07
ACC000370,Comercial Martinez Norte Holdings,370,Financial Services,Enterprise,Av. Brasil 954,Antofagasta,Antofagasta,14001,Prospect,4357682,25,2023-03-29
ACC000371,Comercial Sol Lopez Group,371,Transport & Logistics,Enterprise,Av. La Marina 931,Tacna,Tacna,23001,Partner,220049499,1000,2024-06-28
ACC000372,Corporacion Sol Inca del Chile,372,NHS Trust,Public Sector,Calle Las Begonias 597,Surco,Santiago,15038,Prospect,52320173,250,2021-06-22
ACC000373,Inversiones Norte Continental S.A.,373,Transport & Logistics,SMB,Av. Benavides 742,Vina del Mar,Vina del Mar,07001,Partner,25425114,1000,2023-08-04
ACC000374,Comercial Andina Costa Holdings,374,Legal Services,Enterprise,Av. Ejercito 926,Antofagasta,Antofagasta,14001,Customer,335277610,500,2023-10-12
ACC000375,Industrias Martinez Inca Holdings,375,Local Government,Public Sector,Av. La Marina 1968,Santiago,Santiago,15001,Prospect,319649393,500,2022-11-26
ACC000376,Servicios Norte Rodriguez del Chile,376,Real Estate,Enterprise,Calle Las Begonias 386,Temuco,Temuco,20001,Customer,7729590,50,2023-03-23
ACC000377,Servicios Garcia Norte S.R.L.,377,Hospitality,Enterprise,Jr. Puno 1365,Santiago,Santiago,15001,Partner,4423377,100,2024-07-23
ACC000378,Corporacion Garcia Rodriguez S.R.L.,378,MSP,Partner,Av. Brasil 1157,Temuco,Temuco,20001,Partner,39881260,10,2022-09-14
ACC000379,Industrias Chile Andina S.A.,379,IT Reseller,Partner,Av. Valparaiso 631,Antofagasta,Antofagasta,14001,Partner,10220097,10000,2024-08-31
ACC000380,Grupo Pacifico Fernandez S.A.,380,Healthcare,Enterprise,Paseo de la Republica 902,Surco,Santiago,15038,Customer,6031382,10,2023-03-20
ACC000381,Servicios Garcia Pacifico del Chile,381,Healthcare,Enterprise,Jr. Concepcion 177,Temuco,Temuco,20001,Customer,3501858,10,2024-09-08
ACC000382,Industrias Gonzalez Sol S.A.,382,Construction,SMB,Jr. Concepcion 1583,Santiago,Santiago,15001,Prospect,204284622,5000,2021-10-07
ACC000383,Comercial Torres Sanchez S.A.C.,383,Education,Public Sector,Av. Ejercito 1103,San Isidro,Santiago,15036,Customer,34070577,5000,2024-06-24
ACC000384,Industrias Sur Sanchez S.R.L.,384,Financial Services,SMB,Av. La Marina 1359,Puno,Puno,21001,Partner,251998518,1000,2023-11-12
ACC000385,Industrias Torres Pacifico del Chile,385,MSP,Partner,Av. Benavides 308,Surco,Santiago,15038,Customer,4078534,25,2022-08-23
ACC000386,Empresa Sanchez Costa Group,386,Local Government,Public Sector,Jr. Concepcion 571,Temuco,Temuco,20001,Customer,246983286,500,2023-03-16
ACC000387,Servicios Central Rodriguez S.A.,387,Financial Services,Enterprise,Paseo de la Republica 1136,San Isidro,Santiago,15036,Customer,50144001,5000,2024-07-08
ACC000388,Corporacion Regional Sanchez E.I.R.L.,388,Healthcare,SMB,Av. Angamos 1945,Concepcion,Concepcion,08001,Partner,900429,50,2020-07-21
ACC000389,Industrias Norte Martinez S.R.L.,389,MSP,Partner,Jr. Concepcion 1317,Miraflores,Santiago,15074,Customer,160417816,2500,2021-12-05
ACC000390,Comercial Oriente Nacional Chile,390,Construction,SMB,Av. El Sol 935,Cayma,Valparaiso,04006,Partner,8278787,50,2024-12-26
ACC000391,Grupo Martinez Continental Holdings,391,Local Government,Public Sector,Jr. de la Union 1965,Temuco,Temuco,20001,Partner,9690487,50,2024-10-04
ACC000392,Comercial Inca Rodriguez S.A.,392,Healthcare,Enterprise,Av. Angamos 867,Surco,Santiago,15038,Prospect,4650787,50,2024-05-18
ACC000393,Grupo Central Torres Holdings,393,Hospitality,SMB,Jr. de la Union 801,Cayma,Valparaiso,04006,Customer,404365032,10000,2024-03-15
ACC000394,Empresa Continental Nacional Group,394,Professional Services,SMB,Av. Angamos 568,Miraflores,Santiago,15074,Partner,1496723,5,2021-06-21
ACC000395,Industrias Andina Andina E.I.R.L.,395,Telecommunications,Partner,Av. Angamos 1866,Puno,Puno,21001,Customer,75478861,5000,2024-09-13
ACC000396,Corporacion Gonzalez Costa Holdings,396,Manufacturing,Enterprise,Paseo de la Republica 484,Concepcion,Concepcion,08001,Prospect,2366851,100,2020-12-28
ACC000397,Norte Fernandez Chile,397,Technology,SMB,Av. Javier Prado 518,Puno,Puno,21001,Customer,7513185,25,2022-01-19
ACC000398,Servicios Sierra Sur S.A.C.,398,Hospitality,SMB,Av. Primavera 710,San Borja,Santiago,15037,Customer,374243684,2500,2024-03-27
ACC000399,Industrias Regional Pacifico E.I.R.L.,399,Central Government,Public Sector,Jr. de la Union 1068,San Isidro,Santiago,15036,Partner,239669694,2500,2021-05-26
ACC000400,Inversiones Norte Costa E.I.R.L.,400,Financial Services,Enterprise,Calle Las Begonias 233,Temuco,Temuco,20001,Partner,4661139,25,2023-08-21
ACC000401,Corporacion Andina Norte S.A.C.,401,Financial Services,Enterprise,Av. Brasil 198,Temuco,Temuco,20001,Prospect,175820477,5000,2021-07-11
ACC000402,Industrias Costa Garcia Holdings,402,Hospitality,Enterprise,Av. Valparaiso 903,Valparaiso,Valparaiso,04001,Customer,85729544,2500,2020-09-13
ACC000403,Empresa Regional Oriente E.I.R.L.,403,Legal Services,Enterprise,Av. Ejercito 765,San Borja,Santiago,15037,Prospect,93638228,5000,2022-01-30
ACC000404,Corporacion Inca Nacional Chile,404,Transport & Logistics,SMB,Calle Las Begonias 485,Antofagasta,Antofagasta,14001,Partner,7987754,10,2021-01-28
ACC000405,Servicios Sur Fernandez E.I.R.L.,405,Hospitality,SMB,Jr. de la Union 165,Miraflores,Santiago,15074,Partner,31426088,10,2022-12-03
ACC000406,Corporacion Nacional Gonzalez S.R.L.,406,Financial Services,SMB,Paseo de la Republica 1011,Cayma,Valparaiso,04006,Customer,263358171,10000,2021-09-03
ACC000407,Industrias Oriente Sol S.A.,407,Charity,SMB,Paseo de la Republica 404,Copiapo,Copiapo,13001,Partner,69236385,2500,2024-06-04
ACC000408,Empresa Central Sanchez E.I.R.L.,408,Education,Public Sector,Av. Angamos 993,Santiago,Santiago,15001,Prospect,34535417,2500,2024-04-04
ACC000409,Industrias Sol Costa Holdings,409,Transport & Logistics,SMB,Av. Primavera 1012,Puno,Puno,21001,Partner,5927024,50,2024-02-10
ACC000410,Servicios Torres Sur Holdings,410,Transport & Logistics,SMB,Av. Ejercito 389,Cayma,Valparaiso,04006,Partner,163223695,5000,2023-11-28
ACC000411,Grupo Norte Norte Group,411,Real Estate,Enterprise,Av. Primavera 1242,Copiapo,Copiapo,13001,Partner,88228671,2500,2021-08-28
ACC000412,Grupo Continental Sur E.I.R.L.,412,Legal Services,SMB,Av. Ejercito 1318,Puno,Puno,21001,Partner,42120737,25,2021-10-18
ACC000413,Grupo Pacifico Garcia S.R.L.,413,Legal Services,SMB,Av. Primavera 1397,Santiago,Santiago,15001,Partner,86001885,2500,2022-04-19
ACC000414,Chile Fernandez Holdings,414,Retail,Enterprise,Av. La Encalada 421,Vina del Mar,Vina del Mar,07001,Customer,8243162,10,2020-07-21
ACC000415,Empresa Martinez Oriente S.A.,415,Central Government,Public Sector,Av. Larco 1725,Antofagasta,Antofagasta,14001,Customer,12025549,500,2023-09-04
ACC000416,Fernandez Torres S.A.C.,416,Technology,Enterprise,Av. Brasil 1552,San Borja,Santiago,15037,Customer,447189949,5000,2021-06-28
ACC000417,Grupo Garcia Selva del Chile,417,IT Reseller,Partner,Calle Las Begonias 1515,Concepcion,Concepcion,08001,Prospect,3278618,10,2022-12-13
ACC000418,Empresa Sierra Gonzalez S.R.L.,418,Healthcare,Enterprise,Av. Angamos 353,Santiago,Santiago,15001,Customer,367115437,2500,2023-12-09
ACC000419,Corporacion Regional Nacional E.I.R.L.,419,Technology,SMB,Jr. de la Union 916,Valparaiso,Valparaiso,04001,Partner,327077305,2500,2021-12-22
ACC000420,Corporacion Pacifico Torres Group,420,Local Government,Public Sector,Av. Angamos 1547,Cayma,Valparaiso,04006,Partner,9254089,10,2022-02-07
ACC000421,Grupo Central Central Group,421,Manufacturing,Enterprise,Calle Las Begonias 1232,Copiapo,Copiapo,13001,Partner,35236176,25,2024-12-28
ACC000422,Inversiones Fernandez Costa S.R.L.,422,Real Estate,SMB,Av. Ejercito 544,Copiapo,Copiapo,13001,Partner,88061871,250,2020-03-18
ACC000423,Industrias Andina Chile S.A.C.,423,Retail,SMB,Av. Primavera 506,Santiago,Santiago,15001,Partner,6807501,100,2021-03-21
ACC000424,Comercial Garcia Oriente S.A.C.,424,Charity,SMB,Jr. Puno 1342,Vina del Mar,Vina del Mar,07001,Customer,20031860,5000,2020-06-09
ACC000425,Comercial Pacifico Martinez E.I.R.L.,425,Financial Services,Enterprise,Av. Larco 667,Vina del Mar,Vina del Mar,07001,Partner,43039443,100,2020-04-20
ACC000426,Servicios Sur Garcia S.R.L.,426,Telecommunications,Partner,Av. Ejercito 1951,Concepcion,Concepcion,08001,Prospect,244238393,5000,2023-03-24
ACC000427,Comercial Andina Inca E.I.R.L.,427,Local Government,Public Sector,Av. Valparaiso 616,Iquique,Iquique,16001,Customer,9296471,50,2021-06-21
ACC000428,Sur Inca S.A.C.,428,Real Estate,SMB,Av. Benavides 661,Santiago,Santiago,15001,Partner,3390000,100,2023-06-15
ACC000429,Grupo Martinez Costa del Chile,429,Real Estate,SMB,Jr. Puno 1679,Antofagasta,Antofagasta,14001,Customer,40207006,5000,2022-05-17
ACC000430,Inversiones Sur Costa E.I.R.L.,430,Recruitment,SMB,Av. Javier Prado 719,Puno,Puno,21001,Partner,446084578,2500,2023-06-30
ACC000431,Corporacion Inca Nacional Chile,431,Central Government,Public Sector,Jr. Concepcion 1425,Rancagua,Rancagua,12001,Customer,176699072,1000,2024-11-14
ACC000432,Oriente Gonzalez S.R.L.,432,Retail,Enterprise,Jr. Concepcion 1366,Tacna,Tacna,23001,Partner,14526392,250,2021-03-09
ACC000433,Comercial Continental Sol Chile,433,Professional Services,SMB,Av. La Encalada 1904,Santiago,Santiago,15001,Partner,28344225,1000,2020-12-14
ACC000434,Comercial Regional Gonzalez del Chile,434,NHS Trust,Public Sector,Av. Primavera 1183,San Borja,Santiago,15037,Customer,360935555,10000,2022-01-07
ACC000435,Continental Nacional Chile,435,Real Estate,Enterprise,Av. Valparaiso 779,Miraflores,Santiago,15074,Partner,290379451,250,2021-01-16
ACC000436,Inversiones Inca Martinez Holdings,436,Insurance,Enterprise,Av. Brasil 730,Puno,Puno,21001,Prospect,216204916,10000,2020-11-17
ACC000437,Lopez Norte Group,437,Real Estate,SMB,Av. El Sol 1009,Iquique,Iquique,16001,Customer,6595644,5,2023-02-10
ACC000438,Comercial Lopez Sanchez S.A.,438,Professional Services,Enterprise,Av. La Encalada 1494,San Borja,Santiago,15037,Partner,3915608,50,2021-05-07
ACC000439,Servicios Sanchez Rodriguez Group,439,Financial Services,Enterprise,Av. Valparaiso 1570,Tacna,Tacna,23001,Customer,2417095,25,2023-11-11
ACC000440,Empresa Lopez Sol S.A.,440,Financial Services,Enterprise,Jr. Concepcion 390,San Borja,Santiago,15037,Customer,59428420,2500,2024-09-15
ACC000441,Industrias Sanchez Central S.A.,441,Education,Enterprise,Calle Las Begonias 382,San Borja,Santiago,15037,Customer,45311579,1000,2020-02-23
ACC000442,Empresa Andina Selva Chile,442,Insurance,Enterprise,Av. La Encalada 554,Tacna,Tacna,23001,Partner,24609620,10,2023-11-10
ACC000443,Inversiones Central Sur S.R.L.,443,Insurance,Enterprise,Av. Ejercito 1582,Surco,Santiago,15038,Partner,11491517,25,2021-04-08
ACC000444,Servicios Nacional Central S.A.,444,Education,Enterprise,Jr. de la Union 1846,Antofagasta,Antofagasta,14001,Prospect,470536338,5000,2022-09-30
ACC000445,Inversiones Selva Andina Holdings,445,Technology,SMB,Av. Primavera 686,Iquique,Iquique,16001,Partner,163527485,500,2022-12-02
ACC000446,Empresa Torres Chile Holdings,446,Insurance,Enterprise,Paseo de la Republica 1549,Rancagua,Rancagua,12001,Partner,415792079,10000,2020-04-10
ACC000447,Empresa Martinez Fernandez S.A.,447,Media & Entertainment,Enterprise,Av. Valparaiso 1112,Concepcion,Concepcion,08001,Partner,498401991,250,2023-11-14
ACC000448,Sol Chile Group,448,Hospitality,Enterprise,Av. Larco 1506,Tacna,Tacna,23001,Partner,2370069,50,2022-04-26
ACC000449,Grupo Sol Chile Chile,449,Media & Entertainment,Enterprise,Av. Primavera 671,Temuco,Temuco,20001,Customer,2172728,5,2020-08-21
ACC000450,Servicios Garcia Oriente del Chile,450,IT Reseller,Partner,Av. Ejercito 1804,Temuco,Temuco,20001,Prospect,157732349,5000,2020-03-30
ACC000451,Grupo Sol Fernandez Holdings,451,Construction,Enterprise,Jr. Puno 967,Antofagasta,Antofagasta,14001,Partner,49500325,100,2021-08-14
ACC000452,Sierra Gonzalez Group,452,Media & Entertainment,Enterprise,Av. Javier Prado 1298,Antofagasta,Antofagasta,14001,Partner,196478,100,2024-12-12
ACC000453,Inversiones Sol Inca S.A.C.,453,Hospitality,SMB,Av. Ejercito 1930,Copiapo,Copiapo,13001,Customer,337734358,10000,2023-02-15
ACC000454,Comercial Martinez Sur Chile,454,Manufacturing,Enterprise,Av. La Encalada 133,Valparaiso,Valparaiso,04001,Partner,40985802,50,2021-11-09
ACC000455,Empresa Fernandez Garcia S.A.,455,Real Estate,Enterprise,Jr. Puno 264,Copiapo,Copiapo,13001,Partner,6142962,5,2020-07-09
ACC000456,Inversiones Sanchez Selva S.A.C.,456,Healthcare,Public Sector,Av. La Marina 1629,Copiapo,Copiapo,13001,Partner,8688840,50,2021-11-05
ACC000457,Servicios Sol Andina del Chile,457,Transport & Logistics,SMB,Paseo de la Republica 1483,Temuco,Temuco,20001,Partner,4918203,50,2023-05-31
ACC000458,Sierra Norte Chile,458,Education,Public Sector,Av. Ejercito 1129,Concepcion,Concepcion,08001,Prospect,8362853,10,2024-12-14
ACC000459,Comercial Torres Torres Group,459,Healthcare,SMB,Av. La Encalada 838,Tacna,Tacna,23001,Prospect,227286645,250,2021-11-14
ACC000460,Empresa Gonzalez Continental Group,460,Telecommunications,Partner,Paseo de la Republica 183,Puno,Puno,21001,Customer,166213743,5000,2023-01-31
ACC000461,Sanchez Lopez S.R.L.,461,Financial Services,SMB,Jr. de la Union 1288,Tacna,Tacna,23001,Prospect,8060796,5,2023-08-15
ACC000462,Empresa Costa Sierra S.A.C.,462,Central Government,Public Sector,Calle Las Begonias 400,Surco,Santiago,15038,Customer,161650634,2500,2023-02-11
ACC000463,Nacional Gonzalez S.A.,463,Charity,SMB,Paseo de la Republica 1425,Puno,Puno,21001,Partner,457263158,500,2023-03-15
ACC000464,Selva Costa S.R.L.,464,Manufacturing,Enterprise,Av. La Marina 1563,Puno,Puno,21001,Customer,271854067,500,2022-01-31
ACC000465,Servicios Sol Norte S.R.L.,465,Media & Entertainment,Enterprise,Jr. Concepcion 1630,Cayma,Valparaiso,04006,Customer,7545293,100,2020-02-21
ACC000466,Servicios Rodriguez Rodriguez E.I.R.L.,466,Professional Services,Enterprise,Jr. de la Union 1966,Copiapo,Copiapo,13001,Partner,7093550,250,2023-10-17
ACC000467,Industrias Fernandez Regional S.R.L.,467,Real Estate,SMB,Av. Angamos 1011,Iquique,Iquique,16001,Partner,33374257,2500,2022-08-14
ACC000468,Corporacion Continental Norte S.R.L.,468,Construction,SMB,Av. Javier Prado 1832,Puno,Puno,21001,Customer,158849689,1000,2022-12-26
ACC000469,Nacional Sol Holdings,469,Media & Entertainment,Enterprise,Calle Las Begonias 266,Cayma,Valparaiso,04006,Partner,8724506,5,2021-02-27
ACC000470,Comercial Norte Martinez S.A.C.,470,Insurance,Enterprise,Av. Primavera 1472,Miraflores,Santiago,15074,Customer,334243003,1000,2023-01-12
ACC000471,Industrias Lopez Lopez S.R.L.,471,Healthcare,Enterprise,Av. Brasil 1781,San Isidro,Santiago,15036,Prospect,3102836,100,2024-12-30
ACC000472,Grupo Garcia Costa S.A.,472,Hospitality,Enterprise,Jr. Concepcion 820,San Isidro,Santiago,15036,Partner,1417776,50,2023-03-08
ACC000473,Servicios Lopez Sierra S.R.L.,473,Healthcare,Public Sector,Paseo de la Republica 388,Vina del Mar,Vina del Mar,07001,Customer,48579995,2500,2022-01-14
ACC000474,Inversiones Oriente Costa del Chile,474,Telecommunications,Partner,Av. Javier Prado 1197,Iquique,Iquique,16001,Customer,8130449,50,2024-09-28
ACC000475,Grupo Oriente Sierra S.A.C.,475,Professional Services,SMB,Jr. de la Union 1410,Concepcion,Concepcion,08001,Customer,9430646,5,2024-06-10
ACC000476,Inversiones Nacional Lopez S.A.C.,476,Financial Services,Enterprise,Av. Brasil 1766,Vina del Mar,Vina del Mar,07001,Customer,187919520,500,2024-07-24
ACC000477,Industrias Regional Regional Holdings,477,Healthcare,Public Sector,Av. Ejercito 1232,San Isidro,Santiago,15036,Customer,164132494,5000,2020-08-22
ACC000478,Inversiones Costa Pacifico E.I.R.L.,478,Manufacturing,Enterprise,Av. Primavera 1113,Antofagasta,Antofagasta,14001,Partner,1924432,100,2024-04-28
ACC000479,Inversiones Costa Norte Group,479,Charity,SMB,Jr. Concepcion 572,Puno,Puno,21001,Partner,30898598,250,2021-08-19
ACC000480,Comercial Sierra Sierra S.A.C.,480,Insurance,Enterprise,Av. La Marina 1900,Vina del Mar,Vina del Mar,07001,Customer,1597994,100,2020-01-17
ACC000481,Inversiones Martinez Sur Chile,481,Healthcare,SMB,Paseo de la Republica 1400,Concepcion,Concepcion,08001,Customer,469758217,250,2021-04-26
ACC000482,Corporacion Costa Martinez S.A.,482,Recruitment,SMB,Av. El Sol 282,Copiapo,Copiapo,13001,Customer,259944650,500,2021-01-20
ACC000483,Comercial Sierra Sanchez Holdings,483,Professional Services,SMB,Av. Larco 141,Valparaiso,Valparaiso,04001,Customer,82307200,10000,2024-12-17
ACC000484,Corporacion Norte Regional S.A.,484,Recruitment,SMB,Av. Valparaiso 1897,Copiapo,Copiapo,13001,Prospect,278490051,2500,2023-02-04
ACC000485,Comercial Sur Sierra Holdings,485,Insurance,Enterprise,Jr. Concepcion 620,San Borja,Santiago,15037,Partner,18569091,100,2023-01-23
ACC000486,Corporacion Gonzalez Sur Holdings,486,Hospitality,SMB,Av. El Sol 1553,Vina del Mar,Vina del Mar,07001,Customer,8931661,25,2022-08-10
ACC000487,Industrias Central Sanchez Holdings,487,Real Estate,SMB,Av. Javier Prado 361,Iquique,Iquique,16001,Partner,985405,25,2022-12-31
ACC000488,Corporacion Regional Central S.R.L.,488,Education,Enterprise,Av. Ejercito 524,Temuco,Temuco,20001,Partner,2870703,250,2024-03-14
ACC000489,Empresa Garcia Norte Group,489,Healthcare,Enterprise,Jr. de la Union 981,Antofagasta,Antofagasta,14001,Customer,439272615,10000,2023-07-02
ACC000490,Industrias Chile Costa Group,490,Financial Services,SMB,Paseo de la Republica 478,Surco,Santiago,15038,Customer,4411001,5,2024-02-27
ACC000491,Empresa Sol Fernandez Group,491,Hospitality,SMB,Paseo de la Republica 421,Vina del Mar,Vina del Mar,07001,Prospect,102071193,5000,2024-10-31
ACC000492,Grupo Andina Garcia Chile,492,IT Reseller,Partner,Paseo de la Republica 1359,Antofagasta,Antofagasta,14001,Prospect,394767793,10000,2020-12-08
ACC000493,Inversiones Torres Norte S.A.,493,Financial Services,Enterprise,Av. Javier Prado 1195,Cayma,Valparaiso,04006,Prospect,166795246,2500,2024-03-08
ACC000494,Empresa Fernandez Fernandez E.I.R.L.,494,Real Estate,SMB,Av. Primavera 1746,Vina del Mar,Vina del Mar,07001,Partner,1296115,50,2024-06-20
ACC000495,Comercial Oriente Pacifico Group,495,Telecommunications,Partner,Av. Primavera 195,Vina del Mar,Vina del Mar,07001,Customer,5719820,25,2021-06-30
ACC000496,Grupo Central Pacifico S.R.L.,496,Central Government,Public Sector,Jr. Concepcion 568,Surco,Santiago,15038,Partner,21523182,250,2020-01-22
ACC000497,Central Andina S.R.L.,497,Hospitality,Enterprise,Av. Ejercito 1462,Cayma,Valparaiso,04006,Customer,140235694,500,2020-03-10
ACC000498,Inversiones Sur Pacifico S.A.,498,Construction,Enterprise,Av. El Sol 403,San Borja,Santiago,15037,Customer,2279482,50,2023-09-06
ACC000499,Empresa Martinez Continental Holdings,499,Central Government,Public Sector,Av. Primavera 1075,Surco,Santiago,15038,Partner,19047786,100,2023-11-18
ACC000500,Corporacion Nacional Torres del Chile,500,Real Estate,SMB,Av. Ejercito 802,Iquique,Iquique,16001,Customer,37243742,1000,2024-07-22
ACC000501,Grupo Lopez Nacional Group,501,Education,Enterprise,Jr. Concepcion 1644,Tacna,Tacna,23001,Partner,7335234,10,2023-06-11
ACC000502,Servicios Lopez Sanchez del Chile,502,Insurance,Enterprise,Jr. Puno 1076,Concepcion,Concepcion,08001,Prospect,2597360,5,2020-03-18
ACC000503,Inversiones Garcia Andina del Chile,503,Legal Services,SMB,Paseo de la Republica 1004,Rancagua,Rancagua,12001,Prospect,458145438,10000,2024-05-18
ACC000504,Grupo Torres Andina S.A.,504,Financial Services,SMB,Av. Angamos 542,Tacna,Tacna,23001,Partner,27384804,10,2023-07-18
ACC000505,Comercial Oriente Selva S.A.,505,Hospitality,SMB,Av. Angamos 1026,San Borja,Santiago,15037,Customer,9402554,5,2022-02-25
ACC000506,Inversiones Regional Continental del Chile,506,Insurance,Enterprise,Jr. Concepcion 1348,Iquique,Iquique,16001,Customer,80131300,250,2021-01-30
ACC000507,Torres Sierra S.R.L.,507,Retail,Enterprise,Jr. de la Union 272,Puno,Puno,21001,Customer,5792259,5,2021-11-22
ACC000508,Comercial Selva Selva S.A.C.,508,Legal Services,SMB,Av. Brasil 1754,San Borja,Santiago,15037,Partner,5334084,10,2024-02-15
ACC000509,Servicios Sanchez Gonzalez Chile,509,Professional Services,SMB,Jr. de la Union 1300,San Isidro,Santiago,15036,Customer,92500237,500,2022-07-23
ACC000510,Comercial Sol Pacifico Group,510,Insurance,Enterprise,Av. Primavera 616,Puno,Puno,21001,Prospect,186109703,10000,2023-10-21
ACC000511,Comercial Sol Continental Chile,511,Manufacturing,Enterprise,Paseo de la Republica 143,Santiago,Santiago,15001,Customer,1160687,5,2021-07-14
ACC000512,Comercial Sol Lopez S.A.C.,512,Legal Services,Enterprise,Jr. Concepcion 642,Valparaiso,Valparaiso,04001,Partner,110966910,1000,2020-02-02
ACC000513,Central Martinez Chile,513,Construction,Enterprise,Av. Brasil 1920,Puno,Puno,21001,Customer,81819711,10000,2021-07-08
ACC000514,Andina Andina Chile,514,MSP,Partner,Av. La Encalada 176,Temuco,Temuco,20001,Partner,1576750,25,2021-12-13
ACC000515,Comercial Fernandez Gonzalez Holdings,515,Hospitality,SMB,Jr. Puno 524,San Borja,Santiago,15037,Customer,254224071,10000,2023-09-12
ACC000516,Industrias Martinez Chile S.R.L.,516,Hospitality,Enterprise,Av. Javier Prado 1499,Tacna,Tacna,23001,Customer,34005852,10000,2022-01-15
ACC000517,Sur Inca S.A.C.,517,Legal Services,SMB,Calle Las Begonias 1575,Concepcion,Concepcion,08001,Customer,89850091,250,2022-09-20
ACC000518,Corporacion Oriente Regional del Chile,518,Hospitality,SMB,Av. Benavides 1213,Rancagua,Rancagua,12001,Customer,1947722,25,2021-04-11
ACC000519,Industrias Regional Fernandez S.A.,519,Real Estate,SMB,Paseo de la Republica 1301,Valparaiso,Valparaiso,04001,Customer,483077556,2500,2020-10-23
ACC000520,Inversiones Costa Garcia del Chile,520,Recruitment,SMB,Av. Brasil 693,Valparaiso,Valparaiso,04001,Customer,113561146,1000,2020-09-17
ACC000521,Comercial Fernandez Central Group,521,Construction,Enterprise,Av. Brasil 1661,Copiapo,Copiapo,13001,Customer,480887194,1000,2023-05-21
ACC000522,Empresa Sur Sol Holdings,522,Telecommunications,Partner,Av. Brasil 1133,Concepcion,Concepcion,08001,Customer,8043827,50,2021-07-25
ACC000523,Empresa Martinez Selva S.A.,523,Professional Services,SMB,Av. Valparaiso 1143,San Isidro,Santiago,15036,Partner,185187,50,2020-03-31
ACC000524,Inversiones Garcia Sur S.R.L.,524,Central Government,Public Sector,Av. Larco 1264,Puno,Puno,21001,Customer,49609420,5000,2024-03-22
ACC000525,Empresa Inca Lopez Group,525,Education,Enterprise,Av. Javier Prado 1074,Surco,Santiago,15038,Customer,2814601,50,2024-10-23
ACC000526,Comercial Garcia Chile Holdings,526,Healthcare,Enterprise,Jr. Puno 1624,Temuco,Temuco,20001,Prospect,122878,5,2022-02-27
ACC000527,Empresa Selva Garcia Holdings,527,NHS Trust,Public Sector,Av. Larco 1095,Temuco,Temuco,20001,Customer,176552176,2500,2024-02-15
ACC000528,Grupo Sol Lopez S.A.C.,528,Transport & Logistics,Enterprise,Jr. Puno 1824,Concepcion,Concepcion,08001,Customer,201727219,500,2023-08-20
ACC000529,Inversiones Selva Oriente S.A.,529,Hospitality,SMB,Jr. de la Union 483,Tacna,Tacna,23001,Partner,472685097,10000,2021-03-05
