opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00860353,,ACC000839,Proyecto Duo 1500 Mbps + WOM TvGo + L1MAX Unique,Closed Won,257180.75,100.0,2024-10-16,2024-07-21,Partner,Renovacion,12217.0
OPP00689425,,ACC000211,Red Privada Enlace Dedicado 1 Gbps - Plaza Vea,Closed Won,78245.12,100.0,2024-08-27,2023-12-12,WhatsApp,Upgrade,400.0
OPP01108388,,ACC000593,Country Club Santiago Proyecto TV Digital,Prospecting,322451.7,14.9,2024-10-11,2024-02-01,Llamada Directa,Expansion,9328.0
OPP00782270,,ACC000431,Conectividad Corporativa WiFi 6 Router Upgrade - Essalud,Closed Lost,238243.39,0.0,2023-10-21,2023-10-22,Telemarketing,Upgrade,5652.0
OPP00540118,,ACC000946,Migracion de Red Duo 5000 Mbps + WOM TvGo + L1MAX - Minsur,Closed Won,122910.51,100.0,2024-06-17,2024-04-21,Evento,Cross-Sell,11514.0
OPP01043233,,ACC000842,Volcan Fibra Optica Proyecto TV Digital,Closed Lost,31102.48,0.0,2025-03-25,2024-07-01,Llamada Directa,Nuevo Cliente,10096.0
OPP00934435,,ACC000345,Expansion Fibra Duo 500 Mbps + WOM TvGo - Country Club Santiago,Negotiation,478167.97,69.2,2024-04-19,2023-10-29,Redes Sociales,Upgrade,7301.0
OPP00692628,,ACC000693,Cosapi - Internet Hogar 500 Mbps Upgrade Velocidad,Closed Won,119753.31,100.0,2024-12-26,2024-05-06,Telemarketing,Expansion,18384.0
OPP00854201,,ACC000271,WiFi 6 Router Upgrade Corporativo - Interbank,Qualification,371854.46,33.5,2024-02-20,2024-02-11,Partner,Expansion,2871.0
OPP00318654,,ACC000576,Conectividad Corporativa WOM TvGo + L1MAX - Yanbal,Discovery,34174.26,26.4,2025-09-08,2024-12-23,WhatsApp,Expansion,7068.0
OPP00329135,,ACC000023,Unique - Seguridad Perimetral UTM Conectividad Corporativa,Closed Lost,222318.75,0.0,2024-05-03,2023-08-02,Evento,Nuevo Cliente,7279.0
OPP00957731,,ACC000316,Enlace Dedicado 500 Mbps - Primax,Proposal,448863.44,59.1,2023-12-09,2023-08-25,Llamada Directa,Upgrade,12286.0
OPP00485021,,ACC000678,Enel Chile Red Privada,Negotiation,262295.34,74.4,2025-01-12,2024-08-08,Referencia Cliente,Nuevo Cliente,13619.0
OPP01039633,,ACC000385,Duo 500 Mbps + WOM TvGo Corporativo - Indecopi,Closed Won,81676.32,100.0,2023-12-18,2023-12-14,WhatsApp,Upgrade,14500.0
OPP00670540,,ACC000303,Duo 500 Mbps + WOM TvGo Corporativo - Ministerio de Educacion,Proposal,359978.78,67.4,2024-09-15,2024-09-04,Llamada Directa,Upgrade,9458.0
OPP00440037,,ACC000472,Telefonica del Chile Red Privada,Qualification,375830.06,39.4,2025-04-10,2024-11-04,Referencia Cliente,Nuevo Cliente,5368.0
OPP01109483,,ACC000142,EPS Grau - Empresas Professional 1500 Mbps Proyecto TV Digital,Closed Lost,309355.97,0.0,2024-12-16,2024-03-18,Evento,Upgrade,13889.0
OPP00837731,,ACC000656,Caja Rancagua Upgrade Velocidad,Closed Won,313799.12,100.0,2024-02-25,2023-08-29,Llamada Directa,Expansion,11951.0
OPP00873168,,ACC000100,Clinica San Pablo - Enlace Dedicado 1 Gbps Expansion Fibra,Closed Won,252213.85,100.0,2024-05-19,2024-04-13,Partner,Renovacion,13573.0
OPP01092692,,ACC000601,Transformacion Digital Cloud Backup Empresarial - Osiptel,Closed Won,483204.04,100.0,2025-08-02,2025-02-27,Evento,Nuevo Cliente,4574.0
OPP00770424,,ACC000116,Municipalidad de Santiago Fibra Optica Proyecto TV Digital,Closed Won,444176.75,100.0,2024-09-21,2023-12-15,Llamada Directa,Nuevo Cliente,2821.0
OPP00728458,,ACC000834,Petroperu - Internet Hogar 2500 Mbps Expansion Fibra,Negotiation,369288.81,55.6,2023-12-29,2023-06-23,WhatsApp,Expansion,2354.0
OPP00399410,,ACC000915,Proyecto IP Publica Fija Essalud,Closed Won,120518.43,100.0,2024-04-29,2023-12-03,WhatsApp,Renovacion,6809.0
OPP00520740,,ACC000817,Repsol Chile Solucion Empresarial,Proposal,269087.85,43.4,2025-07-02,2024-11-16,Partner,Upgrade,9937.0
OPP00594529,,ACC000355,Implementacion Internet Hogar 1500 Mbps - Indecopi,Closed Lost,314086.22,0.0,2024-01-22,2023-09-18,Referencia Cliente,Expansion,7777.0
OPP00449826,,ACC000566,Unique Fibra Optica Conectividad Corporativa,Closed Lost,351626.21,0.0,2024-08-04,2024-01-08,Partner,Renovacion,17214.0
OPP00345331,,ACC000716,Osiptel - Empresas Enterprise 5000 Mbps Red Privada,Proposal,412952.14,57.4,2025-04-04,2025-02-13,Telemarketing,Upgrade,10991.0
OPP00567748,,ACC000282,Fibra Corporativa Corporativo - America Movil Chile,Closed Won,118699.36,100.0,2024-10-28,2024-02-03,Referencia Cliente,Expansion,2167.0
OPP00591570,,ACC000204,Fibra Corporativa Corporativo - Belcorp,Proposal,134563.72,40.1,2024-03-07,2024-02-20,WhatsApp,Cross-Sell,12314.0
OPP00478752,,ACC000665,Proyecto Enlace Dedicado 1 Gbps Unique,Closed Won,62530.07,100.0,2024-03-19,2023-07-30,Referencia Cliente,Expansion,1450.0
OPP01091158,,ACC000539,Instalacion Fibra Fibra Corporativa - Caja Rancagua,Proposal,216249.89,54.5,2023-12-25,2023-06-11,Llamada Directa,Upgrade,109.0
OPP00605611,,ACC000859,Banco de la Nacion Migracion de Red,Closed Won,350055.26,100.0,2024-12-24,2024-11-14,Partner,Nuevo Cliente,13418.0
OPP00305079,,ACC000696,SBS - Enlace Dedicado 100 Mbps Red Privada,Proposal,349647.78,55.2,2024-07-10,2023-09-30,Telemarketing,Cross-Sell,10467.0
OPP00618407,,ACC000684,Auna Fibra Optica Proyecto TV Digital,Closed Won,491053.6,100.0,2024-04-11,2024-03-16,WhatsApp,Upgrade,8957.0
OPP01048207,,ACC000213,Auna Conectividad Corporativa,Closed Won,195044.19,100.0,2025-05-18,2024-09-01,Evento,Cross-Sell,13583.0
OPP00486000,,ACC000198,Universidad de Santiago - Enlace Dedicado 500 Mbps Expansion Fibra,Closed Won,50325.97,100.0,2023-04-12,2023-04-11,Llamada Directa,Renovacion,2866.0
OPP00770309,,ACC000888,Internet Hogar 1500 Mbps - Claro Chile,Discovery,328759.95,24.5,2025-07-31,2025-01-26,WhatsApp,Cross-Sell,18213.0
OPP00348539,,ACC000108,Aje Group Proyecto TV Digital,Closed Won,112273.49,100.0,2025-03-23,2024-07-01,Evento,Upgrade,15143.0
OPP00955278,,ACC000966,Clinica Delgado Seguridad de Red,Qualification,79195.93,32.3,2024-05-17,2023-07-14,Partner,Cross-Sell,9305.0
OPP00451684,,ACC000120,Buenaventura Instalacion Fibra,Closed Won,383626.7,100.0,2025-10-18,2025-01-20,Evento,Expansion,24748.0
OPP00432235,,ACC000295,Petroperu - Internet Hogar 2500 Mbps Red Privada,Closed Lost,86598.17,0.0,2023-11-21,2023-11-27,Telemarketing,Expansion,4487.0
OPP00294959,,ACC000033,Cineplanet Fibra Optica Implementacion,Negotiation,81052.19,68.3,2025-05-05,2024-09-10,Referencia Cliente,Expansion,6530.0
OPP00539021,,ACC000914,Internet Hogar 5000 Mbps - Sodimac,Closed Won,386555.58,100.0,2024-01-12,2023-10-05,Telemarketing,Upgrade,3048.0
OPP00603676,,ACC000569,Metro Fibra Optica Despliegue,Closed Won,192573.49,100.0,2024-04-22,2023-07-09,Redes Sociales,Expansion,6255.0
OPP01103906,,ACC000648,Proyecto WiFi 6 Router Upgrade JW Marriott Santiago,Closed Lost,172965.3,0.0,2023-10-29,2023-07-21,Redes Sociales,Nuevo Cliente,4743.0
OPP00958061,,ACC000579,Empresas Enterprise Plus Simetrico - Ministerio de Salud,Discovery,276257.86,18.3,2024-07-22,2024-04-10,Llamada Directa,Expansion,18150.0
OPP00634624,,ACC000173,Belcorp Fibra Optica Proyecto TV Digital,Proposal,409228.14,67.9,2024-07-02,2023-12-03,Partner,Upgrade,16133.0
OPP00873847,,ACC000556,Expansion Fibra Internet Hogar 5000 Mbps - Clinica Ricardo Palma,Closed Won,361190.59,100.0,2024-10-01,2024-05-02,Evento,Nuevo Cliente,1384.0
OPP00490785,,ACC000133,Proyecto WOM TvGo + L1MAX Caja Rancagua,Discovery,309580.02,19.7,2023-11-09,2023-05-07,Telemarketing,Nuevo Cliente,4948.0
OPP00891738,,ACC000504,Auna Red Privada,Negotiation,309402.08,67.3,2025-06-05,2024-11-30,Telemarketing,Expansion,27348.0
OPP00526428,,ACC000319,Proyecto Duo 1500 Mbps + WOM TvGo + L1MAX Essalud,Discovery,423818.24,15.4,2025-01-17,2024-06-06,Web,Renovacion,19177.0
OPP00381849,,ACC000083,Bitel - WOM TvGo Premium Solucion Empresarial,Closed Won,169088.4,100.0,2024-09-02,2023-11-10,Web,Cross-Sell,4980.0
OPP00473832,,ACC000846,Cloud Backup Empresarial Corporativo - UPC,Qualification,491565.05,42.7,2025-03-31,2024-06-28,Evento,Cross-Sell,16191.0
OPP00441967,,ACC000776,Hilton Santiago Fibra Optica Red Privada,Closed Won,362547.93,100.0,2024-10-04,2024-02-06,Telemarketing,Cross-Sell,15187.0
OPP00505337,,ACC000381,Instalacion Fibra Cloud Backup Empresarial - Osiptel,Closed Lost,154789.84,0.0,2025-04-04,2024-09-20,Telemarketing,Nuevo Cliente,7358.0
OPP00994778,,ACC000959,Proyecto Duo 500 Mbps + WOM TvGo Universidad Cesar Vallejo,Closed Lost,274733.48,0.0,2024-10-12,2024-05-10,Redes Sociales,Nuevo Cliente,880.0
OPP00926486,,ACC000209,Internet Hogar 5000 Mbps - Movistar Chile,Closed Won,444524.74,100.0,2023-09-10,2023-05-23,Web,Cross-Sell,41.0
OPP00716963,,ACC000855,Proyecto VPN Segura Corporativa Repsol Chile,Proposal,77013.86,51.9,2023-12-18,2023-12-22,WhatsApp,Upgrade,5048.0
OPP01003428,,ACC000660,Internet Hogar 2500 Mbps - Mifarma,Closed Won,410181.47,100.0,2025-03-30,2024-11-16,Llamada Directa,Cross-Sell,8608.0
OPP00997655,,ACC000102,Maestro Despliegue,Closed Won,236048.83,100.0,2024-03-01,2023-11-14,WhatsApp,Renovacion,4918.0
OPP00959952,,ACC000338,Migracion de Red Mesh WiFi System - Luz del Sur,Discovery,302681.25,23.5,2023-06-20,2023-05-03,Partner,Nuevo Cliente,7743.0
OPP00420329,,ACC000572,Empresas Enterprise Plus Simetrico Corporativo - America Movil Chile,Closed Lost,369898.23,0.0,2023-08-21,2023-08-05,Partner,Renovacion,2035.0
OPP01019508,,ACC000193,Osinergmin - Empresas Business 2500 Mbps Conectividad Corporativa,Closed Won,401982.83,100.0,2024-01-10,2023-10-04,Redes Sociales,Upgrade,10713.0
OPP01079282,,ACC000494,Empresas Enterprise Plus Simetrico - Hotel Libertador,Closed Won,253016.91,100.0,2025-11-21,2025-02-02,Partner,Cross-Sell,21821.0
OPP01045498,,ACC000479,Empresas Enterprise 5000 Mbps - UVK Multicines,Closed Won,50088.6,100.0,2024-11-08,2024-06-22,Llamada Directa,Nuevo Cliente,9427.0
OPP00804484,,ACC000819,Proyecto Cloud Backup Empresarial Backus,Proposal,253955.4,40.4,2025-09-05,2025-01-03,Referencia Cliente,Nuevo Cliente,13670.0
OPP00624431,,ACC000308,Mesh WiFi System - Tottus,Prospecting,290521.97,8.0,2024-03-12,2024-03-23,Web,Upgrade,5878.0
OPP00527658,,ACC000311,Proyecto Empresas Business 2500 Mbps Hochschild Mining,Closed Won,438911.7,100.0,2023-08-08,2023-07-22,Referencia Cliente,Renovacion,8060.0
OPP00361238,,ACC000704,Duo 2500 Mbps + WOM TvGo + L1MAX Corporativo - Volcan,Qualification,308415.03,36.7,2024-10-21,2024-09-17,Partner,Expansion,22540.0
OPP00309779,,ACC000777,Inkafarma - Internet Hogar 500 Mbps Red Privada,Qualification,417564.55,44.3,2024-10-28,2024-09-03,Redes Sociales,Cross-Sell,21129.0
OPP00820273,,ACC000503,Infraestructura VPN Segura Corporativa - Hospital Rebagliati,Closed Lost,434699.01,0.0,2025-04-01,2024-05-26,Llamada Directa,Nuevo Cliente,8020.0
OPP00999827,,ACC000136,Caja Valparaiso - Internet Hogar 5000 Mbps Expansion Fibra,Closed Won,235462.39,100.0,2025-06-11,2024-11-10,Llamada Directa,Nuevo Cliente,933.0
OPP00619363,,ACC000270,Internet Hogar 2500 Mbps Corporativo - Hotel Libertador,Closed Won,43249.64,100.0,2025-01-03,2024-04-03,Partner,Upgrade,3912.0
OPP00397081,,ACC000331,Saga Falabella - Duo 500 Mbps + WOM TvGo Upgrade Velocidad,Closed Won,267838.96,100.0,2024-08-11,2024-03-13,Evento,Cross-Sell,9084.0
OPP00788658,,ACC000221,Conectividad Corporativa WOM TvGo + L1MAX - Cineplanet,Closed Won,73124.33,100.0,2025-04-09,2024-10-18,Telemarketing,Nuevo Cliente,16157.0
OPP01070194,,ACC000192,Empresas Enterprise 5000 Mbps Corporativo - Universidad San Martin,Qualification,307407.64,33.3,2023-12-18,2023-11-20,WhatsApp,Cross-Sell,16477.0
OPP00864962,,ACC000613,Cerro Verde - Enlace Dedicado 1 Gbps Migracion de Red,Closed Won,319271.84,100.0,2025-04-12,2025-02-28,Referencia Cliente,Upgrade,2187.0
OPP00819322,,ACC000735,Upgrade Velocidad Duo 5000 Mbps + WOM TvGo + L1MAX - Caja Valparaiso,Closed Won,269198.87,100.0,2024-01-21,2023-12-31,Redes Sociales,Nuevo Cliente,11855.0
OPP00965701,,ACC000563,Country Club Santiago Migracion de Red,Negotiation,449827.97,64.7,2024-11-22,2024-09-21,WhatsApp,Renovacion,19041.0
OPP00984654,,ACC000043,Enlace Dedicado 1 Gbps Corporativo - Clinica Internacional,Discovery,250943.08,26.0,2024-07-21,2024-08-11,Evento,Cross-Sell,15745.0
OPP00506444,,ACC000188,Claro Chile - Internet Hogar 2500 Mbps Upgrade Velocidad,Closed Won,199169.04,100.0,2023-11-25,2023-09-13,Telemarketing,Cross-Sell,9267.0
OPP01078391,,ACC000733,Enlace Dedicado 500 Mbps Corporativo - Natura Chile,Discovery,53966.15,20.6,2024-10-06,2024-02-19,Evento,Expansion,14290.0
OPP00470866,,ACC000926,Clinica Ricardo Palma Upgrade Velocidad,Negotiation,184442.43,65.0,2025-03-18,2024-10-10,Referencia Cliente,Expansion,8452.0
OPP00471902,,ACC000534,Migracion de Red Enlace Dedicado 100 Mbps - Claro Chile,Proposal,181977.92,48.1,2024-09-27,2024-05-24,Web,Renovacion,20579.0
OPP00824230,,ACC000838,BBVA Chile - Empresas Enterprise 5000 Mbps Transformacion Digital,Closed Lost,261858.22,0.0,2024-02-12,2024-01-01,WhatsApp,Renovacion,15599.0
OPP00300922,,ACC000841,Clinica Delgado - Seguridad Perimetral UTM Upgrade Velocidad,Closed Won,8995.56,100.0,2024-11-04,2024-03-20,WhatsApp,Nuevo Cliente,3919.0
OPP00688976,,ACC000531,Alicorp Despliegue,Closed Won,330383.76,100.0,2024-03-17,2023-06-12,Redes Sociales,Nuevo Cliente,6115.0
OPP01052781,,ACC000447,Enlace Dedicado 500 Mbps - Sodimac,Closed Lost,316930.07,0.0,2024-06-22,2023-10-10,Llamada Directa,Renovacion,8398.0
OPP00904439,,ACC000087,Movistar Chile Fibra Optica Expansion Fibra,Closed Won,57150.67,100.0,2024-01-31,2023-05-04,Referencia Cliente,Renovacion,9503.0
OPP00339356,,ACC000728,Caja Temuco Infraestructura,Closed Lost,262631.1,0.0,2024-10-28,2024-09-24,Llamada Directa,Renovacion,575.0
OPP00462587,,ACC000330,Enlace Dedicado 1 Gbps - Hochschild Mining,Closed Won,31044.53,100.0,2024-01-05,2023-06-10,Telemarketing,Nuevo Cliente,4253.0
OPP01043298,,ACC000891,Aje Group Fibra Optica Instalacion Fibra,Closed Lost,491337.08,0.0,2025-09-27,2025-03-12,Referencia Cliente,Expansion,5337.0
OPP00973855,,ACC000577,Sedapal - Fibra Corporativa Proyecto TV Digital,Closed Won,490291.65,100.0,2025-05-01,2025-03-26,Redes Sociales,Expansion,3835.0
OPP00782223,,ACC000507,Internet Hogar 1500 Mbps - Westin Santiago,Proposal,209611.52,68.5,2025-02-18,2024-08-24,Partner,Expansion,4789.0
OPP00755122,,ACC000379,Empresas Enterprise 5000 Mbps Corporativo - Wong,Negotiation,38883.64,71.2,2025-02-26,2025-02-25,Web,Nuevo Cliente,10476.0
OPP00282003,,ACC000249,Metro Fibra Optica Upgrade Velocidad,Closed Lost,96413.0,0.0,2024-10-11,2024-07-16,Redes Sociales,Renovacion,15108.0
OPP00814033,,ACC000258,Unique - WOM TvGo Premium Migracion de Red,Discovery,36390.69,11.3,2025-02-24,2025-03-02,Evento,Upgrade,28781.0
OPP00961397,,ACC000421,Cloud Backup Empresarial Corporativo - Universidad San Martin,Proposal,105097.34,54.3,2024-07-23,2024-06-26,WhatsApp,Expansion,4440.0
OPP00376061,,ACC000495,Duo 1500 Mbps + WOM TvGo + L1MAX Corporativo - Laive,Negotiation,225571.56,69.9,2025-04-27,2024-11-03,Llamada Directa,Nuevo Cliente,11711.0
OPP00304423,,ACC000484,Duo 2500 Mbps + WOM TvGo + L1MAX Corporativo - Clinica San Pablo,Closed Lost,303507.75,0.0,2025-01-24,2024-09-18,Partner,Expansion,5352.0
OPP00487440,,ACC000815,BBVA Chile Fibra Optica Expansion Fibra,Proposal,123662.22,47.1,2024-11-20,2024-05-30,Evento,Expansion,1734.0
OPP00662380,,ACC000831,Implementacion Empresas Enterprise Plus Simetrico - Luz del Sur,Proposal,158266.32,52.8,2025-04-30,2025-03-11,Evento,Nuevo Cliente,8935.0
OPP01021600,,ACC000076,Conectividad Corporativa VPN Segura Corporativa - Gobierno Regional de Temuco,Closed Lost,225668.44,0.0,2023-12-19,2023-12-03,Llamada Directa,Renovacion,11835.0
OPP00741006,,ACC000100,Gloria - Internet Hogar 2500 Mbps Proyecto TV Digital,Closed Lost,427032.05,0.0,2024-02-16,2023-07-19,Telemarketing,Expansion,6874.0
OPP00638908,,ACC000823,Solucion Empresarial Internet Hogar 1500 Mbps - Westin Santiago,Closed Won,405757.16,100.0,2024-09-01,2023-11-08,Evento,Renovacion,10425.0
OPP00381255,,ACC000970,Saga Falabella Fibra Optica Upgrade Velocidad,Closed Won,298565.99,100.0,2025-01-02,2024-03-15,Web,Upgrade,11665.0
OPP00349123,,ACC000077,MiBanco Expansion Fibra,Discovery,411672.49,20.6,2024-07-22,2024-01-20,WhatsApp,Nuevo Cliente,1597.0
OPP00804676,,ACC000470,Natura Chile Fibra Optica Upgrade Velocidad,Negotiation,194042.4,71.6,2024-09-04,2024-08-29,Evento,Nuevo Cliente,9499.0
OPP00427993,,ACC000808,Proyecto Empresas Professional 1500 Mbps SBS,Qualification,138665.98,33.7,2025-05-28,2024-09-28,Evento,Upgrade,9558.0
OPP00995140,,ACC000285,Red Privada Empresas Enterprise 5000 Mbps - Municipalidad de Valparaiso,Closed Lost,406557.62,0.0,2024-08-07,2024-06-23,Llamada Directa,Renovacion,17355.0
OPP01001332,,ACC000224,VPN Segura Corporativa - JW Marriott Santiago,Closed Lost,360701.15,0.0,2024-10-25,2024-04-16,WhatsApp,Cross-Sell,2518.0
OPP00810398,,ACC000241,Infraestructura Duo 500 Mbps + WOM TvGo - MiBanco,Negotiation,69286.26,62.4,2024-01-05,2023-09-23,Telemarketing,Nuevo Cliente,8420.0
OPP00445452,,ACC000884,Internet Hogar 2500 Mbps - America Movil Chile,Closed Won,450860.86,100.0,2025-10-31,2025-03-25,Partner,Renovacion,12702.0
OPP00812135,,ACC000763,Proyecto Empresas Enterprise 5000 Mbps Volcan,Prospecting,302814.24,15.7,2024-07-14,2024-02-04,Telemarketing,Upgrade,6005.0
OPP00512851,,ACC000271,Instalacion Fibra WOM TvGo Premium - Osiptel,Closed Won,161919.57,100.0,2025-06-05,2025-02-12,Referencia Cliente,Cross-Sell,25058.0
OPP00983805,,ACC000867,Casa Andina Instalacion Fibra,Closed Won,384188.07,100.0,2025-03-23,2024-09-20,Redes Sociales,Nuevo Cliente,3097.0
OPP00870636,,ACC000483,Duo 2500 Mbps + WOM TvGo + L1MAX Corporativo - Natura Chile,Closed Lost,408925.05,0.0,2025-10-06,2025-04-04,Partner,Nuevo Cliente,10954.0
OPP00555148,,ACC000534,Clinica Internacional Infraestructura,Closed Lost,410020.38,0.0,2023-11-01,2023-10-08,Redes Sociales,Expansion,8909.0
OPP00339246,,ACC000346,Sunat Expansion Fibra,Closed Won,134196.99,100.0,2025-11-29,2025-02-20,Web,Renovacion,10572.0
OPP00877340,,ACC000324,Inkafarma Fibra Optica Despliegue,Closed Won,23284.13,100.0,2023-10-16,2023-08-20,Llamada Directa,Renovacion,5181.0
OPP00545790,,ACC000835,Despliegue Seguridad Perimetral UTM - Gobierno Regional de Temuco,Discovery,321045.12,26.2,2024-07-25,2023-10-26,Web,Upgrade,13547.0
OPP00493176,,ACC000095,Duo 2500 Mbps + WOM TvGo + L1MAX Corporativo - Gobierno Regional de Temuco,Closed Won,401709.37,100.0,2024-07-15,2023-09-23,Web,Nuevo Cliente,11223.0
OPP00638530,,ACC000589,Internet Hogar 1500 Mbps Corporativo - JW Marriott Santiago,Proposal,128973.92,47.7,2025-01-03,2024-09-29,Web,Upgrade,9866.0
OPP00760613,,ACC000749,Oeschle - WOM TvGo + L1MAX Implementacion,Closed Lost,200967.0,0.0,2023-12-02,2023-10-29,Web,Nuevo Cliente,4448.0
OPP00788030,,ACC000716,Clinica San Pablo - Seguridad Perimetral UTM Implementacion,Closed Won,437499.06,100.0,2025-04-23,2024-06-29,Web,Expansion,22587.0
OPP00654837,,ACC000656,JJC Contratistas Fibra Optica Instalacion Fibra,Closed Won,457255.65,100.0,2024-08-23,2024-06-06,Web,Expansion,11880.0
OPP00656670,,ACC000238,Indecopi - Duo 500 Mbps + WOM TvGo Migracion de Red,Proposal,202758.27,62.3,2025-06-29,2025-02-03,Redes Sociales,Upgrade,3141.0
OPP00849826,,ACC000032,Southern Chile - Internet Hogar 500 Mbps Infraestructura,Closed Won,448497.9,100.0,2024-05-04,2024-03-31,WhatsApp,Cross-Sell,17512.0
OPP00919350,,ACC000779,Migracion de Red Internet Hogar 1500 Mbps - UPC,Negotiation,166388.37,52.0,2024-04-16,2024-03-14,Llamada Directa,Cross-Sell,19380.0
OPP00597273,,ACC000983,Graña y Montero Infraestructura,Closed Won,403189.53,100.0,2024-10-26,2024-08-04,Web,Cross-Sell,11523.0
OPP00413414,,ACC000720,WOM TvGo + L1MAX Corporativo - Clinica Ricardo Palma,Discovery,57808.42,24.5,2024-01-19,2024-02-04,WhatsApp,Cross-Sell,4710.0
OPP00740360,,ACC000152,Sedalib Fibra Optica Red Privada,Proposal,122912.71,69.1,2024-09-29,2024-10-11,Evento,Upgrade,423.0
OPP01060092,,ACC000190,Sky Airline Fibra Optica Migracion de Red,Closed Lost,26707.88,0.0,2025-08-06,2024-12-29,Evento,Nuevo Cliente,4488.0
OPP00625624,,ACC000812,Proyecto WOM TvGo + L1MAX Yanbal,Negotiation,356429.86,69.6,2025-12-06,2025-02-17,Partner,Nuevo Cliente,16980.0
OPP00802961,,ACC000081,Proyecto Internet Hogar 5000 Mbps Yanbal,Discovery,325284.08,19.4,2023-11-19,2023-05-17,Referencia Cliente,Renovacion,4611.0
OPP00889117,,ACC000268,Despliegue Enlace Dedicado 1 Gbps - MiBanco,Discovery,16387.7,26.2,2024-01-28,2023-11-07,WhatsApp,Upgrade,6112.0
OPP00526988,,ACC000776,Boticas BTL Fibra Optica Migracion de Red,Discovery,18945.21,28.4,2025-07-20,2024-09-18,WhatsApp,Renovacion,15890.0
OPP00562549,,ACC000396,Proyecto Duo 5000 Mbps + WOM TvGo + L1MAX Osiptel,Proposal,163635.94,41.7,2025-04-28,2024-09-19,Telemarketing,Upgrade,13501.0
OPP00645447,,ACC000910,Sunat Fibra Optica Instalacion Fibra,Proposal,49265.34,40.9,2024-10-15,2024-03-24,Llamada Directa,Upgrade,11152.0
OPP00943559,,ACC000791,Instalacion Fibra Internet Hogar 2500 Mbps - Municipalidad de Valparaiso,Discovery,387205.67,14.0,2024-05-27,2024-06-16,Referencia Cliente,Cross-Sell,5343.0
OPP00957676,,ACC000105,VPN Segura Corporativa - Hilton Santiago,Closed Won,89482.37,100.0,2024-02-24,2023-08-17,Evento,Expansion,1679.0
OPP00342833,,ACC000386,Seguridad Perimetral UTM Corporativo - Casa Andina,Negotiation,306815.38,77.1,2025-01-30,2024-06-23,Redes Sociales,Upgrade,7140.0
OPP00578738,,ACC000164,Clinica Internacional Fibra Optica Expansion Fibra,Negotiation,151010.28,56.1,2025-04-04,2024-10-11,Web,Renovacion,5065.0
OPP00392293,,ACC000120,Proyecto Soporte Empresarial 24/7 Mifarma,Negotiation,189165.56,77.4,2024-02-19,2024-02-10,Telemarketing,Nuevo Cliente,16495.0
OPP00328551,,ACC000083,Cerro Verde Fibra Optica Proyecto TV Digital,Closed Won,351661.4,100.0,2025-02-09,2024-11-13,Web,Upgrade,7246.0
OPP00370981,,ACC000747,Proyecto IP Publica Fija Primax,Negotiation,242885.34,67.7,2024-02-14,2023-10-22,Evento,Expansion,13625.0
OPP00486638,,ACC000843,Implementacion Cloud Backup Empresarial - Hospital Rebagliati,Discovery,300628.12,20.3,2025-06-03,2025-02-08,Redes Sociales,Cross-Sell,6175.0
OPP00625231,,ACC000299,Backus Fibra Optica Proyecto TV Digital,Closed Lost,235541.99,0.0,2025-01-23,2024-12-20,Llamada Directa,Renovacion,26055.0
OPP00572261,,ACC000204,Seguridad de Red Cloud Backup Empresarial - Cosapi,Closed Won,476906.6,100.0,2025-01-17,2025-01-19,Referencia Cliente,Expansion,29395.0
OPP00539627,,ACC000517,Upgrade Velocidad Empresas Enterprise Plus Simetrico - Banco de la Nacion,Proposal,175723.42,46.8,2023-09-23,2023-09-28,Llamada Directa,Expansion,9154.0
OPP00579371,,ACC000950,Belcorp - WiFi 6 Router Upgrade Expansion Fibra,Negotiation,164205.07,60.1,2024-03-22,2023-12-27,Referencia Cliente,Cross-Sell,17430.0
OPP00502389,,ACC000018,Internet Hogar 500 Mbps Corporativo - Boticas BTL,Closed Won,322941.94,100.0,2024-01-25,2023-04-27,Evento,Expansion,8718.0
OPP00579699,,ACC000949,Proyecto Enlace Dedicado 100 Mbps BCP,Closed Won,256232.71,100.0,2025-04-04,2025-01-21,Llamada Directa,Nuevo Cliente,23349.0
OPP00319515,,ACC000460,Empresas Professional 1500 Mbps Corporativo - UPC,Negotiation,143479.3,77.8,2024-08-15,2024-01-12,WhatsApp,Renovacion,3735.0
OPP00365296,,ACC000781,Enel Chile Fibra Optica Solucion Empresarial,Qualification,209241.03,28.8,2024-11-03,2024-03-03,Redes Sociales,Upgrade,13676.0
OPP00689030,,ACC000930,Promart Fibra Optica Proyecto TV Digital,Closed Won,292262.15,100.0,2025-09-10,2024-11-01,Llamada Directa,Expansion,15090.0
OPP00952403,,ACC000647,VPN Segura Corporativa - Sky Airline,Negotiation,56070.51,76.8,2024-08-21,2023-10-20,Redes Sociales,Upgrade,1252.0
OPP00391332,,ACC000112,PUCP - WiFi 6 Router Upgrade Red Privada,Qualification,79201.98,42.5,2025-01-23,2024-08-15,Telemarketing,Renovacion,3820.0
OPP00952364,,ACC000627,Internet Hogar 500 Mbps Corporativo - Paris,Closed Won,154127.29,100.0,2025-01-05,2024-04-10,Redes Sociales,Nuevo Cliente,4301.0
